label,path
human,C:\Pawel\Datasets\human2simpson\human\Abdullatif_Sener\Abdullatif_Sener_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abdullatif_Sener\Abdullatif_Sener_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abdul_Majeed_Shobokshi\Abdul_Majeed_Shobokshi_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abdul_Rahman\Abdul_Rahman_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abel_Aguilar\Abel_Aguilar_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abel_Pacheco\Abel_Pacheco_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abel_Pacheco\Abel_Pacheco_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abel_Pacheco\Abel_Pacheco_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abel_Pacheco\Abel_Pacheco_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abid_Hamid_Mahmud_Al-Tikriti\Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abid_Hamid_Mahmud_Al-Tikriti\Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abid_Hamid_Mahmud_Al-Tikriti\Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abner_Martinez\Abner_Martinez_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Abraham_Foxman\Abraham_Foxman_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aby_Har-Even\Aby_Har-Even_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Ant\Adam_Ant_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Freier\Adam_Freier_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Herbert\Adam_Herbert_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Kennedy\Adam_Kennedy_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Mair\Adam_Mair_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Rich\Adam_Rich_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Sandler\Adam_Sandler_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Sandler\Adam_Sandler_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Sandler\Adam_Sandler_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Sandler\Adam_Sandler_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Scott\Adam_Scott_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adam_Scott\Adam_Scott_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adelina_Avila\Adelina_Avila_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adel_Al-Jubeir\Adel_Al-Jubeir_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adel_Al-Jubeir\Adel_Al-Jubeir_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adel_Al-Jubeir\Adel_Al-Jubeir_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adisai_Bodharamik\Adisai_Bodharamik_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adolfo_Aguilar_Zinser\Adolfo_Aguilar_Zinser_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adolfo_Rodriguez_Saa\Adolfo_Rodriguez_Saa_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adoor_Gopalakarishnan\Adoor_Gopalakarishnan_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adriana_Lima\Adriana_Lima_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adriana_Perez_Navarro\Adriana_Perez_Navarro_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrianna_Zuzic\Adrianna_Zuzic_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrian_Annus\Adrian_Annus_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrian_Fernandez\Adrian_Fernandez_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrian_McPherson\Adrian_McPherson_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrian_McPherson\Adrian_McPherson_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrian_Murrell\Adrian_Murrell_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrian_Nastase\Adrian_Nastase_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrian_Nastase\Adrian_Nastase_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0005.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0006.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0007.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0008.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0009.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0010.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0011.jpg
human,C:\Pawel\Datasets\human2simpson\human\Adrien_Brody\Adrien_Brody_0012.jpg
human,C:\Pawel\Datasets\human2simpson\human\Afton_Smith\Afton_Smith_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Agbani_Darego\Agbani_Darego_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Agnelo_Queiroz\Agnelo_Queiroz_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Agnes_Bruckner\Agnes_Bruckner_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmad_Jbarah\Ahmad_Jbarah_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmad_Masood\Ahmad_Masood_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmad_Masood\Ahmad_Masood_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmed_Ahmed\Ahmed_Ahmed_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmed_Chalabi\Ahmed_Chalabi_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmed_Chalabi\Ahmed_Chalabi_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmed_Chalabi\Ahmed_Chalabi_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmed_Chalabi\Ahmed_Chalabi_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmed_Chalabi\Ahmed_Chalabi_0005.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmed_Ghazi\Ahmed_Ghazi_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmed_Ibrahim_Bilal\Ahmed_Ibrahim_Bilal_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmed_Lopez\Ahmed_Lopez_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmed_Qureia\Ahmed_Qureia_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmet_Demir\Ahmet_Demir_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ahmet_Necdet_Sezer\Ahmet_Necdet_Sezer_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aicha_El_Ouafi\Aicha_El_Ouafi_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aicha_El_Ouafi\Aicha_El_Ouafi_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aicha_El_Ouafi\Aicha_El_Ouafi_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aidan_Quinn\Aidan_Quinn_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aileen_Riggin_Soule\Aileen_Riggin_Soule_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ainsworth_Dyer\Ainsworth_Dyer_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ain_Seppik\Ain_Seppik_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aishwarya_Rai\Aishwarya_Rai_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aitor_Gonzalez\Aitor_Gonzalez_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aitor_Gonzalez\Aitor_Gonzalez_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aiysha_Smith\Aiysha_Smith_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ai_Sugiyama\Ai_Sugiyama_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ai_Sugiyama\Ai_Sugiyama_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ai_Sugiyama\Ai_Sugiyama_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ai_Sugiyama\Ai_Sugiyama_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ai_Sugiyama\Ai_Sugiyama_0005.jpg
human,C:\Pawel\Datasets\human2simpson\human\Ajit_Agarkar\Ajit_Agarkar_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\AJ_Cook\AJ_Cook_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\AJ_Lamas\AJ_Lamas_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Akbar_Al_Baker\Akbar_Al_Baker_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Akbar_Hashemi_Rafsanjani\Akbar_Hashemi_Rafsanjani_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Akhmed_Zakayev\Akhmed_Zakayev_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Akhmed_Zakayev\Akhmed_Zakayev_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Akhmed_Zakayev\Akhmed_Zakayev_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Akiko_Morigami\Akiko_Morigami_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Akmal_Taher\Akmal_Taher_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alain_Cervantes\Alain_Cervantes_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alain_Ducasse\Alain_Ducasse_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alanis_Morissette\Alanis_Morissette_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alanna_Ubach\Alanna_Ubach_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Ball\Alan_Ball_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Ball\Alan_Ball_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Dershowitz\Alan_Dershowitz_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Dreher\Alan_Dreher_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Greenspan\Alan_Greenspan_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Greenspan\Alan_Greenspan_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Greenspan\Alan_Greenspan_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Greenspan\Alan_Greenspan_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Greenspan\Alan_Greenspan_0005.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Greer\Alan_Greer_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Jackson\Alan_Jackson_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Mulally\Alan_Mulally_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Mulally\Alan_Mulally_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Stonecipher\Alan_Stonecipher_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Tang_Kwong-wing\Alan_Tang_Kwong-wing_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Trammell\Alan_Trammell_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alan_Zemaitis\Alan_Zemaitis_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alastair_Campbell\Alastair_Campbell_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alastair_Campbell\Alastair_Campbell_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alastair_Campbell\Alastair_Campbell_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alastair_Campbell\Alastair_Campbell_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alastair_Campbell\Alastair_Campbell_0005.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alastair_Johnston\Alastair_Johnston_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albaro_Recoba\Albaro_Recoba_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alberta_Lee\Alberta_Lee_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alberto_Acosta\Alberto_Acosta_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alberto_Fujimori\Alberto_Fujimori_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alberto_Fujimori\Alberto_Fujimori_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alberto_Gonzales\Alberto_Gonzales_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alberto_Ruiz_Gallardon\Alberto_Ruiz_Gallardon_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alberto_Ruiz_Gallardon\Alberto_Ruiz_Gallardon_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alberto_Sordi\Alberto_Sordi_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albert_Brooks\Albert_Brooks_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albert_Costa\Albert_Costa_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albert_Costa\Albert_Costa_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albert_Costa\Albert_Costa_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albert_Costa\Albert_Costa_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albert_Costa\Albert_Costa_0005.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albert_Costa\Albert_Costa_0006.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albert_Montanes\Albert_Montanes_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albert_Pujols\Albert_Pujols_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albrecht_Mentz\Albrecht_Mentz_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Albrecht_Mentz\Albrecht_Mentz_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aldo_Paredes\Aldo_Paredes_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aldo_Paredes\Aldo_Paredes_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alecos_Markides\Alecos_Markides_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alec_Baldwin\Alec_Baldwin_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alec_Baldwin\Alec_Baldwin_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alec_Baldwin\Alec_Baldwin_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alec_Baldwin\Alec_Baldwin_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Atchugarry\Alejandro_Atchugarry_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Atchugarry\Alejandro_Atchugarry_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Avila\Alejandro_Avila_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Avila\Alejandro_Avila_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Avila\Alejandro_Avila_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Fernandez\Alejandro_Fernandez_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Gonzalez_Inarritu\Alejandro_Gonzalez_Inarritu_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Lembo\Alejandro_Lembo_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Lerner\Alejandro_Lerner_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Lopez\Alejandro_Lopez_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0005.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0006.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0007.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0008.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0009.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0010.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0011.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0012.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0013.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0014.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0015.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0016.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0017.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0018.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0019.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0020.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0021.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0022.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0023.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0024.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0025.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0026.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0027.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0028.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0029.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0030.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0031.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0032.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0033.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0034.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0035.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0036.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0037.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0038.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alejandro_Toledo\Alejandro_Toledo_0039.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aleksander_Kwasniewski\Aleksander_Kwasniewski_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aleksander_Kwasniewski\Aleksander_Kwasniewski_0002.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aleksander_Kwasniewski\Aleksander_Kwasniewski_0003.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aleksander_Kwasniewski\Aleksander_Kwasniewski_0004.jpg
human,C:\Pawel\Datasets\human2simpson\human\Aleksander_Voloshin\Aleksander_Voloshin_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alek_Wek\Alek_Wek_0001.jpg
human,C:\Pawel\Datasets\human2simpson\human\Alessandra_Cerna\Alessandra_Cerna_0001.jpg
